order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,delivery_discount,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer,discounted_delivery
ORD054315,ID0247417827,2022-05-10,Nickolson,"[('iStream', 2), ('Lucent 330S', 1)]",1530,78.867,-37.81733079999999,144.9688157,0,Autumn,True,0.15487,best phone is very nice luvn it. i've always had universe.. i won't stop getting it. add long they continue to make them. i'll keep getting them,True,78.867
ORD217078,ID0777796186,2022-07-03,Thompson,"[('Universe Note', 1), ('iStream', 1), ('Olivia x460', 1), ('iAssist Line', 2)]",9275,49.244,-37.8075592,144.95477380000003,25,Winter,False,0.88501,good phone really youth good,True,65.65866666666666
ORD452774,ID4418536089,2022-04-05,Thompson,"[('Thunder line', 2), ('Candle Inferno', 2)]",5220,79.964,-37.80227670000001,144.9631881,0,Autumn,True,1.83006,good bang for buck came in two days. good shape for being a three year old phone. got a free sim from the sprint store and online setup took a few minutes. batteries on these suck but hell the price is right and my mother in law is happy.,True,79.964
ORD437029,ID0317535746,2022-06-05,Nickolson,"[('Alcon 10', 1), ('Candle Inferno', 2)]",9810,51.659,-37.8066375,144.9633614,25,Winter,False,1.43807,has meet all my needs plus some. recommend you buy a good stylus pen at the same time.,True,68.87866666666666
ORD336974,ID0036823161,2022-03-30,Thompson,"[('pearTV', 2), ('Lucent 330S', 2)]",15080,50.75,-37.8243231,144.9480425,25,Autumn,False,1.29966,love it! bought for my granddaughter who is 3 for her to play music and ask questions. she is entertained for hours! good buy in my honest opinion!,True,67.66666666666667
ORD241812,ID0129952519,2022-12-04,Bakers,"[('iStream', 2), ('iAssist Line', 2)]",4750,88.174,-37.8069808,144.9942382,0,Summer,True,0.34685,excellent product !!,True,88.174
ORD223223,ID0777831459,2022-03-09,Thompson,"[('pearTV', 2), ('Olivia x460', 2), ('Lucent 330S', 2), ('Universe Note', 1)]",20980,49.297,-37.8038752,144.95819440000002,25,Autumn,True,1.3844,camera quality sucks the phone is extremely slow and the picture quality is the worse i've ever had in a phone. i wish i were able to return it,False,65.72933333333333
ORD360209,ID0257505349,2022-01-20,Thompson,"[('Thunder line', 1), ('iStream', 1), ('Toshika 750', 1), ('iAssist Line', 2)]",11100,43.248,-37.7992446,144.9625829,50,Summer,False,2.02393,beautiful phone. so far so good. the phone looks like new and i am happy.,True,86.496
ORD440946,ID6167489431,2022-10-08,Thompson,"[('iAssist Line', 2), ('pearTV', 2), ('Thunder line', 2)]",21430,78.525,-37.8121172,144.95922219999997,0,Spring,False,1.07059,five stars the wife is loving it!!,True,78.525
ORD023844,ID2288769504,2022-12-08,Bakers,"[('Candle Inferno', 2), ('iAssist Line', 1), ('Universe Note', 2)]",9985,49.015,-37.8017119,145.0043756,25,Summer,False,1.22357,waste of money don’t buy waste of money,False,65.35333333333334
ORD446850,ID3218293551,2022-09-05,Thompson,"[('pearTV', 2), ('iStream', 2), ('Candle Inferno', 2)]",13780,39.404,-37.804659,144.95343119999995,50,Spring,False,1.05308,great phone! was used overseas great phone! was used overseas..,True,78.808
ORD312866,ID3222703080,2022-06-23,Thompson,"[('Lucent 330S', 1), ('pearTV', 2)]",13850,66.221,-37.8007405,144.9439472,0,Winter,False,1.35639,five stars very good cell phone for the price will recommend this is a good buy,True,66.221
ORD459499,ID1411813167,2022-11-21,Thompson,"[('Lucent 330S', 1), ('Thunder line', 1), ('Alcon 10', 2)]",21310,51.132,-37.8002654,144.9586466,25,Spring,False,1.71597,low battery life low battery life. not lasting even a single day,False,68.176
ORD380362,ID0777788921,2022-10-09,Thompson,"[('Thunder line', 1), ('iStream', 2), ('Universe Note', 1)]",5930,43.438,-37.8061701,144.9550219,50,Spring,True,1.00661,"awful literally stopped working after four months. usually my phones last for years. it's still covered under warranty, but they want me to go without my phone for up to two weeks.",False,86.876
ORD194967,ID0561538982,2022-02-24,Bakers,"[('iStream', 2), ('Alcon 10', 2), ('pearTV', 2), ('Universe Note', 1)]",34270,62.966,-37.796615,145.009143,25,Summer,False,1.92763,if you enjoy reading you will not find a better device. excellent price for a product of this quality,True,83.95466666666667
ORD161405,ID0702354815,2022-01-19,Thompson,"[('Toshika 750', 2), ('Lucent 330S', 1)]",9870,70.76,-37.8064859,144.94197509999995,0,Summer,False,0.82162,three stars very good,True,70.76
ORD038210,ID1449266832,2022-10-18,Bakers,"[('Thunder line', 2), ('Lucent 330S', 2), ('Alcon 10', 1), ('iAssist Line', 1)]",17995,79.444,-37.8166388,144.98391940000005,25,Spring,True,1.23956,phone is holding up okay battery life is average and love the pictures and camera features.,True,105.92533333333334
ORD494157,ID2948774549,2022-11-03,Nickolson,"[('Toshika 750', 2), ('iStream', 1), ('iAssist Line', 2), ('pearTV', 1)]",19550,51.973,-37.8080795,144.96927730000004,50,Spring,True,1.1708,awesome awesome. all i have to say,True,103.946
ORD348935,ID3924911399,2022-09-17,Nickolson,"[('Lucent 330S', 2), ('Toshika 750', 2), ('Universe Note', 1), ('Alcon 10', 2)]",32450,76.845,-37.812587,144.965275,0,Spring,False,0.76726,very happy with purchase phone as advertised (excellent condition) and arrived a day early. very happy with purchase.,True,76.845
ORD160516,ID0580186868,2022-06-30,Thompson,"[('pearTV', 2), ('iAssist Line', 2), ('Alcon 10', 1), ('Universe Note', 2)]",32920,85.979,-37.800275,144.92935590000005,0,Winter,True,2.08127,"and is happy with the product this i bought for someone else, and is happy with the product.",True,85.979
ORD251491,ID0576858468,2022-08-07,Bakers,"[('pearTV', 2), ('iAssist Line', 1)]",14845,71.024,-37.824527,144.9884597,0,Winter,False,1.72369,great transaction and great product. love this phone!,True,71.024
ORD340354,ID0588191349,2022-03-04,Nickolson,"[('Olivia x460', 1), ('Thunder line', 2)]",5585,32.282,-37.8138638,144.9725823,50,Autumn,True,0.59028,"no sirve para ecuador no funciona en ecuador, porque no hay como homologarle, según las autoridades ecuatorianas es un modelo que debería venderse solo en china",False,64.564
ORD151546,ID0253027674,2022-01-13,Thompson,"[('Thunder line', 1), ('iStream', 2), ('Olivia x460', 2), ('Toshika 750', 2)]",13570,71.526,-37.8152745,144.9419513,0,Summer,False,0.53516,"perfect great phone. i can connect to my home network , nas drives , watch youtube from my phone to tv. great signal.",True,71.526
ORD219339,ID1496246597,2022-11-20,Nickolson,"[('Alcon 10', 1), ('Universe Note', 1), ('Olivia x460', 1), ('pearTV', 2)]",26245,40.934,-37.8266136,144.98172390000005,50,Spring,False,1.39372,10 points for me! excellent phone!,True,81.868
ORD332707,ID2020832914,2022-11-29,Nickolson,"[('pearTV', 2), ('Candle Inferno', 2), ('iStream', 2), ('Thunder line', 2)]",18140,44.382,-37.8158973,144.964698,25,Spring,False,0.52183,"great hardware, but software / firmware sucks still on android 7.0 (sep 01 2017). completely outdated firmware, a lot of bloatware on device. very unfortunate upgrade policy. great hardware, but software / firmware sucks. never again olivia, just very much behind.",False,59.175999999999995
ORD204212,ID6167231018,2022-02-18,Thompson,"[('Candle Inferno', 2), ('iStream', 1)]",1010,70.216,-37.8152716,144.9523118,0,Summer,False,0.54428,four stars good pho at a good price. has all the required features and touch is really great.,True,70.216
ORD223288,ID1521014730,2022-04-10,Bakers,"[('iStream', 1), ('Candle Inferno', 1), ('Olivia x460', 1), ('pearTV', 1)]",8115,60.384,-37.8015357,144.99290390000004,25,Autumn,True,0.96379,great it's an amazing phone,True,80.512
ORD374212,ID0746912585,2022-03-30,Nickolson,"[('Olivia x460', 2), ('Candle Inferno', 2), ('Toshika 750', 1)]",7630,50.823,-37.82415870000001,144.9838507,25,Autumn,False,1.40166,excellent product great product,True,67.764
ORD373292,ID0579984177,2022-07-21,Thompson,"[('Lucent 330S', 2), ('Olivia x460', 1), ('Toshika 750', 2)]",12325,75.812,-37.8080941,144.9429491,0,Winter,True,0.62538,good phone great olivia phone. my wife loves it.,True,75.812
ORD381684,ID6167489412,2022-01-13,Thompson,"[('Lucent 330S', 1), ('pearTV', 1), ('Olivia x460', 2), ('iAssist Line', 1)]",12215,36.772,-37.8100277,144.95852309999995,50,Summer,False,1.04949,"has 4g lte with at&t upgraded from universe s7 to this phone, big difference, camara is nice. battery is also nice so far. phone is fast. works great with at&t",True,73.544
ORD157951,ID4234925754,2022-06-04,Nickolson,"[('Toshika 750', 2), ('Lucent 330S', 1), ('pearTV', 1)]",16180,54.194,-37.8045851,144.96755259999995,0,Winter,False,1.56941,took to verizon where i was told they do not ... took to verizon where i was told they do not have any sim cards that fit this phone. i went to another verizon and was told the same thing. very disappointing,False,54.194
ORD234106,ID1492150966,2022-12-04,Thompson,"[('iAssist Line', 2), ('Toshika 750', 1), ('Alcon 10', 2)]",26670,54.293,-37.8150722,144.9523906,0,Summer,False,0.53883,rather would have the inferno stick as it is smaller and cheaper. i feel as though it has the same features.,False,54.293
ORD383693,ID0560997598,2022-04-11,Thompson,"[('iAssist Line', 2), ('Lucent 330S', 1)]",5680,49.589,-37.81156770000001,144.9360585,25,Autumn,False,0.97608,"great phone for the price. my first smart phone, great for the price ($180). battery lasts all day. camera not comparable to the $600+ phones, but pretty good. can't beat it for the money. would buy a second one for my wife.",True,66.11866666666667
ORD347592,ID4061053461,2022-12-23,Bakers,"[('Olivia x460', 2), ('Candle Inferno', 1), ('Toshika 750', 2)]",11520,63.867,-37.8097941,144.99319540000005,25,Summer,True,0.18052,just get one! too many things to list. i love this phone.,True,85.15599999999999
ORD019143,ID0492939874,2022-11-12,Bakers,"[('iStream', 2), ('pearTV', 1), ('iAssist Line', 2)]",11060,109.41,-37.8000808,145.01021819999997,0,Spring,True,1.71917,five stars excellent product,True,109.41
ORD326453,ID0847532578,2022-06-15,Nickolson,"[('Lucent 330S', 2), ('Candle Inferno', 2), ('Alcon 10', 1)]",12270,37.165,-37.8209395,144.9683024,50,Winter,True,0.28314,telefono i love,True,74.33
ORD182427,ID2173290777,2022-10-16,Nickolson,"[('Olivia x460', 2), ('Toshika 750', 1), ('pearTV', 1), ('Universe Note', 2)]",19980,39.185,-37.8222822,144.9609429,50,Spring,False,0.86106,the phone works well. there is scratches as stated. excellent transportation. the phone works well. there is scratches as stated. excellent transportation.,True,78.37
ORD413252,ID0591261651,2022-07-11,Nickolson,"[('Olivia x460', 2), ('Universe Note', 1), ('iStream', 2), ('Thunder line', 2)]",10560,76.871,-37.8208702,144.9616045,0,Winter,True,0.74325,"it’s a new phone. this seems to be exactly what i was looking for! although time will tell, i believe it is easier to use and adjusts readily to my needs. excellent phone choice, good sound, great visuals.",True,76.871
ORD172510,ID0242400121,2022-04-14,Thompson,"[('Thunder line', 2), ('Toshika 750', 2), ('pearTV', 1), ('iStream', 2)]",19610,41.354,-37.8237359,144.9348424,50,Autumn,True,1.63477,great phone for the money! better than pear because you have the freedom to use expandable storage and it is fast.,True,82.708
ORD436577,ID0634777739,2022-12-16,Thompson,"[('Alcon 10', 1), ('Lucent 330S', 2), ('Olivia x460', 1), ('iStream', 1)]",12785,37.293,-37.8147568,144.93777580000005,50,Summer,False,0.84952,great tablet for the price. my father in law likes the easy use of the tablet.,True,74.586
ORD372599,ID6167357883,2022-01-11,Nickolson,"[('Toshika 750', 2), ('Alcon 10', 1), ('Candle Inferno', 1)]",18020,35.827,-37.81289500000001,144.9739274,50,Summer,False,0.7421,excellent product my version is not binded to servers! very good!,True,71.654
ORD182309,ID2505811398,2022-04-19,Nickolson,"[('iAssist Line', 2), ('pearTV', 1)]",10760,62.13,-37.8045351,144.9633718,25,Autumn,True,1.65676,nice nice product!!!!,True,82.84
ORD340050,ID0827019327,2022-04-08,Thompson,"[('Universe Note', 1), ('Candle Inferno', 2), ('Toshika 750', 1)]",8630,38.975,-37.8179614,144.950781,50,Autumn,True,0.67312,this really a nice tablet.it runs great and it's thin and easy to hold.,True,77.95
ORD275641,ID0317903860,2022-05-14,Thompson,"[('Lucent 330S', 2), ('iStream', 1), ('Universe Note', 1), ('Olivia x460', 1)]",7285,59.831,-37.8083721,144.95849030000005,25,Autumn,True,1.11273,great quality the phone came practically brand new. i just decided a google phone was not for me.,True,79.77466666666668
ORD474744,ID3933095111,2022-03-29,Nickolson,"[('Thunder line', 2), ('iStream', 2), ('Toshika 750', 2)]",13300,81.434,-37.8076153,144.9703478,0,Autumn,True,1.22424,"out of the box and 3 hours of updates from lucentrola... ....so far, and not done yet. haven't even gotten to google updates yet. i'll update after all the updates. lol.",True,81.434
ORD358941,ID0664372085,2022-09-23,Nickolson,"[('Lucent 330S', 2), ('Candle Inferno', 2), ('Toshika 750', 2), ('Olivia x460', 1)]",13185,99.581,-37.820764,144.9671687,0,Spring,True,0.31966,good phone 5 inch display is a little small.,True,99.581
ORD366199,ID0746909543,2022-09-24,Bakers,"[('Candle Inferno', 2), ('pearTV', 1), ('Toshika 750', 2), ('iStream', 1)]",15960,85.31,-37.8227361,145.01525759999996,25,Spring,True,2.26106,"great phone for the price for a phone that costs a fraction of the price of the latest universe, it is a great buy. there are only a few missing features from higher end phones and honestly isn't worth paying the extra money.",True,113.74666666666667
ORD001401,ID0847529552,2022-06-17,Nickolson,"[('iStream', 2), ('Alcon 10', 1)]",9250,74.354,-37.8237191,144.9673522,0,Winter,True,0.60228,best tablet money can buy for under 100$. very happy with its performance and responsiveness. external speaker is much better on this than my more expensive olivia tab e tablet.,True,74.354
ORD227985,ID4633638464,2022-12-09,Thompson,"[('Lucent 330S', 1), ('Alcon 10', 2), ('Universe Note', 1)]",22580,38.419,-37.8061875,144.9443483,50,Summer,True,0.76058,phone has charging issues and not even 2 months old 1.5 months old and having issues charging the phone,False,76.838
ORD152620,ID0595594370,2022-11-07,Thompson,"[('Lucent 330S', 1), ('Olivia x460', 1)]",2455,38.394,-37.8144545,144.9548937,50,Spring,False,0.71613,"this phone is great i just received my new phone today but so far it is great! big enough screen, has not frozen once and that is something new to me, and has great video and camera!!!",True,76.788
ORD215607,ID2975216740,2022-01-03,Thompson,"[('Candle Inferno', 2), ('Lucent 330S', 1)]",2090,76.756,-37.7993462,144.95926819999997,25,Summer,True,1.83086,"great phone,excellent condition phone arrived early, was in great condition and work perfectly with my cricket sim card",True,102.34133333333334
ORD048940,ID5642310406,2022-06-07,Nickolson,"[('Toshika 750', 2), ('Alcon 10', 1), ('Thunder line', 2), ('iStream', 2)]",22250,83.722,-37.80304279999999,144.96817819999995,0,Winter,True,1.73543,i bought this for my dad in his late 60s mainly to listen to music and read ebooks borrowed from the library. i set it up for him and he loves it. i just don't like that it has ads on the start up unless you pay to get rid of them.,True,83.722
ORD035877,ID6167344537,2022-05-27,Nickolson,"[('Toshika 750', 1), ('Universe Note', 1), ('Candle Inferno', 1)]",8200,59.988,-37.8091777,144.96907380000005,25,Autumn,True,1.04915,best phone hands down. great phone. beats alcon. camera quality is amazing. battery life is great.,True,79.984
ORD472325,ID4315827380,2022-05-08,Bakers,"[('Universe Note', 1), ('iStream', 1)]",3600,80.785,-37.8226509,144.9984341,0,Autumn,True,1.43656,great phone but upgrade camera software(open camera) this is a great phone but the only problem is the base android camera software. upgrade to the open camera software and it is amazing how stunning the pictures came out. amazing!,True,80.785
ORD220245,ID4460254047,2022-12-29,Thompson,"[('Toshika 750', 2), ('Candle Inferno', 1), ('Lucent 330S', 1), ('Thunder line', 1)]",12480,37.51,-37.802897,144.9480927,50,Summer,False,1.09198,"excellent alcon replacement i honestly can't come up with a functional difference between this phone and the alcon 6+ it's replacing, other than the $450 price difference and much much battery life on this phone.",True,75.02
ORD442450,ID1994687836,2022-09-01,Thompson,"[('Lucent 330S', 1), ('Candle Inferno', 2), ('Toshika 750', 1), ('iStream', 2)]",6710,79.146,-37.8000203,144.9513761,25,Spring,True,1.45854,great phone! the olivia universe s4 is an amazing phone! i love the features and the screen is easy to navigate. love it.,True,105.528
ORD418212,ID0573782060,2022-01-03,Nickolson,"[('Universe Note', 2), ('pearTV', 2)]",19520,53.889,-37.82438610000001,144.9688925,25,Summer,False,0.64724,... a little over a month now and i absolutely love it. i've had this phone for a little over a month now and i absolutely love it.,True,71.852
ORD422677,ID0709973344,2022-10-28,Thompson,"[('Universe Note', 1), ('iStream', 2)]",3750,59.263,-37.8148701,144.9356697,25,Spring,False,1.03186,"excellent everything i expected was there, very powerful phone",True,79.01733333333333
ORD059549,ID0260907254,2022-02-16,Bakers,"[('iStream', 1), ('Toshika 750', 1), ('iAssist Line', 2), ('Olivia x460', 2)]",11370,67.282,-37.82490410000001,145.0086064,25,Summer,True,2.03401,terrible quality. has a cheap replacement screen terrible quality. has a cheap replacement screen. speaker didn’t work and phone was to hot to even put up to your ear,False,89.70933333333333
ORD434775,ID0282825893,2022-08-28,Thompson,"[('Alcon 10', 1), ('Candle Inferno', 2)]",9810,67.727,-37.8036161,144.9541139,0,Winter,False,1.18338,great product.  like the apps that i can connect to it.,True,67.727
ORD069499,ID1492350749,2022-11-08,Thompson,"[('Thunder line', 2), ('Candle Inferno', 2), ('Lucent 330S', 2), ('iAssist Line', 1)]",9905,66.179,-37.8019573,144.96372119999995,25,Spring,False,1.88887,works great love it and works great,True,88.23866666666667
ORD455652,ID0387153095,2022-02-06,Thompson,"[('Toshika 750', 1), ('Alcon 10', 2)]",22220,37.276,-37.8069542,144.9542763,50,Summer,False,0.89837,exactly what i wanted bought a pixel xl n ew from google several years ago... loved the phone! i bricked it at a pool party. bought this phone and it's the exact model i purchased from google and it's still getting os updates from google!,True,74.552
ORD350135,ID0387152932,2022-01-23,Thompson,"[('Olivia x460', 1), ('iAssist Line', 1), ('Thunder line', 2), ('Toshika 750', 2)]",16450,92.303,-37.8055668,144.9449396,0,Summer,True,0.81293,"love, love, love it!!! love, love, love it!!! arrived quick and it works great!! love the fact that you can wave your hand or any object in front of it when phone is locked and the time comes on!! great feature...among many others!!!! camera takes really good pix too!!",True,92.303
ORD262438,ID6202470182,2022-03-21,Nickolson,"[('Universe Note', 2), ('Alcon 10', 1), ('pearTV', 1)]",22160,32.852,-37.8218689,144.9791626,50,Autumn,False,0.92041,five stars great phone and the pictures come great.,True,65.704
ORD190884,ID0145191754,2022-11-03,Thompson,"[('Lucent 330S', 2), ('Olivia x460', 1), ('Thunder line', 1)]",5865,100.903,-37.8183985,144.95447990000005,0,Spring,True,0.91155,"great battery life, decent camera even indoors. so far working great on at&t. indoor photos are decent and usable. the battery lasts forever with heavy use. i prefer the lower resolution screen and lean processor for longer battery life. performance is still pretty good after loading tons of apps.",True,100.903
ORD315190,ID2180785588,2022-05-09,Thompson,"[('Universe Note', 2), ('Olivia x460', 1)]",8125,50.701,-37.81836920000001,144.9567127,25,Autumn,False,1.05889,five stars pretty nice device. strongly recommendation!,True,67.60133333333333
ORD308389,ID0304536355,2022-05-11,Bakers,"[('Alcon 10', 1), ('Toshika 750', 2)]",17590,62.953,-37.8230742,145.0053099,25,Autumn,True,1.70435,five stars nothing negative to say at all. came quickly and brand new like advertised.,True,83.93733333333334
ORD317423,ID1833120509,2022-10-18,Thompson,"[('iStream', 1), ('Lucent 330S', 2), ('Toshika 750', 1), ('pearTV', 1)]",13240,41.141,-37.7996836,144.9550948,50,Spring,False,1.60906,battery the battery will not stay charged for anything,True,82.282
ORD205382,ID5727168128,2022-11-01,Nickolson,"[('Olivia x460', 1), ('Toshika 750', 2), ('iAssist Line', 2), ('Candle Inferno', 2)]",15175,53.139,-37.8254373,144.981127,50,Spring,True,1.27132,"good product this was to replace my previous note 4, so far so good everything works well. came with dead battery, luckily i had a charged battery on hands so that sprint could activate service on it",True,106.278
ORD040207,ID4638961336,2022-01-09,Thompson,"[('iStream', 1), ('iAssist Line', 1), ('Universe Note', 2), ('pearTV', 2)]",21895,34.079,-37.8096152,144.9462169,50,Summer,False,0.34856,"great phone for a reasonable price the phone is fast, battery is incredible (only charge it every 2 days), and the camera is really good. great phone for a great price!!",True,68.158
ORD432135,ID0581703510,2022-07-02,Thompson,"[('Toshika 750', 2), ('Universe Note', 1)]",12090,42.171,-37.8088806,144.92529330000005,25,Winter,False,1.96104,i bought this to use on tracfone. it does ... i bought this to use on tracfone. it does not work!!! don't by lucent gs on digico for use on tracfone network!!!,False,56.228
ORD439592,ID2237633848,2022-02-07,Bakers,"[('iAssist Line', 2), ('iStream', 1), ('Olivia x460', 1), ('Lucent 330S', 1)]",7055,73.913,-37.80898670000001,144.985233,0,Summer,False,0.88653,nice product the phone was as describe. great used condition and included the charger. the phone works perfectly and seems to have been very lightly used,True,73.913
ORD114925,ID0554240021,2022-05-16,Thompson,"[('Alcon 10', 2), ('iStream', 1), ('Toshika 750', 2)]",26690,25.061,-37.8206326,144.9484857,50,Autumn,False,0.89473,phone wasn't in the box. opened up the boxed and the phone wasn't there. just a bunch of papers.,False,50.122
ORD042049,ID0711331337,2022-07-18,Thompson,"[('Universe Note', 2), ('Candle Inferno', 2)]",7760,78.678,-37.80646,144.95706059999995,0,Winter,True,1.11827,the phone works well. i like the camera quality and the look of the phone. the sd card it came with as a bundle deal does not work at all. that's my only regret.,True,78.678
ORD083764,ID4418536067,2022-09-07,Thompson,"[('iAssist Line', 1), ('Toshika 750', 2)]",10865,85.728,-37.8023828,144.9633268,0,Spring,False,1.83212,"looks so good build quality of this phone is outstanding, i was also extremely pleased with the picture quality, received android pie update after first start-up.",True,85.728
ORD156137,ID1479905386,2022-01-10,Nickolson,"[('iStream', 2), ('Lucent 330S', 1), ('pearTV', 2)]",14150,38.555,-37.82064929999999,144.95690159999995,50,Summer,False,1.13558,"the person i got it for liked it, however the battery and charger was looking ... the person i got it for liked it, however the battery and charger was looking old and it had a lot of white dust on it.its a very light weight phone. the phone is a t&t unlocked so it worked in the caribbean",True,77.11
ORD214274,ID1449431156,2022-12-04,Nickolson,"[('Alcon 10', 2), ('Candle Inferno', 1), ('Lucent 330S', 1)]",19560,69.66,-37.8132475,144.9737198,25,Summer,True,0.6991,good phone at a good price the olivia s7 is a great phone,True,92.88
ORD462500,ID2177831012,2022-09-20,Nickolson,"[('Universe Note', 2), ('iAssist Line', 2), ('Alcon 10', 1), ('Olivia x460', 1)]",21525,39.874,-37.82363529999999,144.9821426,50,Spring,False,1.24126,four stars a great gift but really should have at least 4gb of memory.,True,79.748
ORD184238,ID0634774943,2022-10-23,Thompson,"[('Candle Inferno', 2), ('Universe Note', 1)]",4310,75.568,-37.8117367,144.93832030000004,0,Spring,False,0.77641,great value best phone for ~$200,True,75.568
ORD003934,ID1492153093,2022-07-25,Thompson,"[('Thunder line', 1), ('Alcon 10', 1), ('Lucent 330S', 2)]",13590,44.268,-37.8125285,144.9538705,25,Winter,True,0.59837,one star speaker sucks keeps going in and out. cant hear well and don't work as well as i thought!!,False,59.024
ORD021100,ID0387152966,2022-08-26,Thompson,"[('Lucent 330S', 1), ('iAssist Line', 2), ('Toshika 750', 1)]",10000,82.013,-37.7988116,144.94891819999995,0,Winter,True,1.55158,"very nice, very fast, perfectly working. i was worried to order online at first for something of this price but i'm glad i did. i saved so much more than what verizon was trying to sell this thing for! came brand new, perfectly functioning.",True,82.013
ORD395418,ID1833875775,2022-12-09,Thompson,"[('Toshika 750', 1), ('Alcon 10', 1), ('pearTV', 2)]",25890,57.743,-37.8052677,144.9370948,25,Summer,False,1.20376,"stable phone, sound is a little off sound is a little off, but overall it is a good phone so far. buttons on outside are not that easily bumped, but you do need to use caution",True,76.99066666666667
ORD356303,ID0746912859,2022-01-26,Nickolson,"[('Candle Inferno', 2), ('pearTV', 1)]",7170,61.256,-37.8246995,144.98470780000005,25,Summer,False,1.49601,five stars excelent the best cell im front ecuador,True,81.67466666666667
ORD356589,ID0127642432,2022-12-22,Thompson,"[('Alcon 10', 2), ('Thunder line', 2), ('iAssist Line', 2)]",26710,68.986,-37.8101076,144.94481230000005,0,Summer,False,0.34778,looks like a brand new phone looks like a brand new phone. no problems switching my old olivia iii over; just had to get smaller sim card. operates pretty much like my old phone. very pleased with it.,True,68.986
ORD425469,ID2774214269,2022-01-03,Nickolson,"[('iStream', 1), ('Candle Inferno', 2)]",1010,49.517,-37.81716220000001,144.96820580000005,25,Summer,False,0.19857,"fantastic honestly, i am tremendously satisfied with my purchase! there’s not a single difference between this and a brand new alcon..10/10 would buy again",True,66.02266666666667
ORD429368,ID0154044659,2022-12-23,Nickolson,"[('Candle Inferno', 1), ('iAssist Line', 2)]",4880,34.517,-37.8207052,144.9668824,50,Summer,False,0.33203,great budget phone great,True,69.034
ORD203458,ID0371967118,2022-05-02,Nickolson,"[('Candle Inferno', 1), ('pearTV', 1)]",6740,50.497,-37.8070217,144.9692309,25,Autumn,False,1.28861,if you like pics i bought because i can’t find a superior camera in veirzon. old windows format but for pics it’s the best.,True,67.32933333333334
ORD076005,ID0777828239,2022-07-21,Thompson,"[('Olivia x460', 2), ('iAssist Line', 1), ('iStream', 2), ('Universe Note', 2)]",11875,32.37,-37.8040767,144.95916709999997,50,Winter,True,1.43103,"locked phone i purchased this phone, but was locked. could not work with lycamobile sim. very bad ad.",False,64.74
ORD176749,ID1597555513,2022-12-18,Nickolson,"[('Lucent 330S', 2), ('iAssist Line', 1), ('Olivia x460', 1), ('Universe Note', 2)]",12810,90.946,-37.8196032,144.977878,0,Summer,True,0.74079,"great buy, great alcon like my alcon!",True,90.946
ORD491872,ID0634783440,2022-09-04,Thompson,"[('iAssist Line', 2), ('Candle Inferno', 2)]",5310,61.111,-37.8127253,144.9383965,0,Spring,False,0.7627,scratch on the screen there is a long scratch on the screen. the seller did not mention it.,False,61.111
ORD044967,ID1982493378,2022-09-17,Thompson,"[('Toshika 750', 2), ('Alcon 10', 2), ('iStream', 2)]",26840,77.67,-37.8011223,144.94637769999997,25,Spring,True,1.28725,awesome 👍 excellent 👍,True,103.56
ORD177592,ID4297530203,2022-07-28,Nickolson,"[('Olivia x460', 1), ('pearTV', 2), ('iAssist Line', 2)]",18295,69.885,-37.8054059,144.9744655,0,Winter,False,1.53047,impressive refurbished phone as advertised. unlocked for at&t gsm. took about 1 hour to set up and transfer files from old phone. 20 minutes and 5 dollars to set up new sim card with carrier. works great 👍.,True,69.885
ORD289828,ID0207085788,2022-10-19,Bakers,"[('Toshika 750', 2), ('Universe Note', 2)]",15540,43.15,-37.8106519,145.01599869999995,50,Spring,False,1.8278,my first smart buy..i am loving it and all the great things iassist can do.,True,86.3
ORD157116,ID0030942992,2022-02-12,Thompson,"[('Universe Note', 2), ('Candle Inferno', 2), ('Alcon 10', 2), ('Lucent 330S', 1)]",26890,54.128,-37.8071832,144.950629,25,Summer,False,0.68667,"2014 android phone of the year! this was a great phone in 2014! 5 stars while google owned lucentrola and released timely updates to this device. now that lenovo owns it, software releases haven't been good and i would rate it a high 3 or low 4.",True,72.17066666666666
ORD442004,ID6167441085,2022-06-24,Nickolson,"[('Toshika 750', 1), ('Alcon 10', 1), ('Lucent 330S', 2), ('Universe Note', 1)]",19180,59.486,-37.8155755,144.9663185,0,Winter,True,0.4402,buyer beware had this phone 3 months before the camera stopped working. wont buy refurbished again.,False,59.486
ORD416184,ID0594764978,2022-12-23,Nickolson,"[('iAssist Line', 2), ('iStream', 2), ('Lucent 330S', 2), ('Toshika 750', 1)]",11530,94.492,-37.812372,144.9659056,0,Summer,True,0.76331,awesomeness fingerprint sensor only works when it wants to but over all great phone.... with no doubt will keep till its unusable.,True,94.492
ORD418855,ID1132023814,2022-07-23,Thompson,"[('Toshika 750', 1), ('pearTV', 2), ('iStream', 2)]",17240,56.452,-37.8173553,144.946046,25,Winter,True,0.5289,great !! bought this a few weeks ago. looks great (like new) works great like it should . so far i'm very happy. will update if problem occurs. so far so good !!!.....fast delivery.,True,75.26933333333334
ORD335176,ID3215106494,2022-09-28,Thompson,"[('iAssist Line', 1), ('iStream', 2), ('Toshika 750', 2), ('Alcon 10', 1)]",20115,76.234,-37.8082738,144.9531472,25,Spring,True,0.72497,a50 awesome a50 awesome,True,101.64533333333333
