order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,delivery_discount,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD379428,ID3285623008,2022-12-31,,"[('Olivia x460', 1), ('Lucent 330S', 2)]",3685,37.958,-37.81418710000001,144.93404099999995,50,Summer,False,,"its an awesome producto i bought this and brought it to honduras, and it works awesome, its fast overall its an amazing phone, i hope i can buy the next version when it comes out",True
ORD101807,ID0595594361,2022-10-26,,"[('Candle Inferno', 2), ('Olivia x460', 1)]",2085,77.876,-37.8127481,144.9608147,25,Spring,True,1.0069,"awesome i love this phone,it works great, it's fast,and the sleek look is awesome! i love the color. windows phones are awesome!",True
ORD380940,ID0591342509,2022-11-10,,"[('Thunder line', 1), ('Toshika 750', 1), ('iAssist Line', 2)]",10950,87.263,-37.8212612,144.9577952,0,Spring,True,,why doesn't it read my sim card? it just stop reading my sim card .,False
ORD458808,ID0310944919,2022-12-22,Bakers,"[('iStream', 2), ('Olivia x460', 2), ('Thunder line', 1), ('pearTV', 2)]",17550,46.175,-37.8039769,145.0028892,50,Summer,True,0.94999,happy with purchase very nice phone...looks new,True
ORD294215,ID0371967118,2022-10-15,,"[('Lucent 330S', 2), ('iAssist Line', 1)]",4685,45.314,-37.8070217,144.9692309,50,Spring,True,1.28861,i was sold a used phone instead of a new ... i was sold a used phone instead of a new phone. it is already freezing up and have serious software issues. deceptive.,False
ORD218030,ID0709969294,2022-11-25,Thompson,"[('Alcon 10', 2), ('Thunder line', 2), ('iAssist Line', 2), ('Universe Note', 2)]",33610,62.548,-37.8142545,144.93579580000005,0,Spring,False,1.00688,one star service dropped everytime i made a call,False
ORD079012,ID2481930658,2022-07-21,Bakers,"[('Candle Inferno', 2), ('Lucent 330S', 2)]",3320,74.047,-37.809573,145.001699,0,Winter,True,0.57069,besides the extra cost and everything it was ok when we received the battery needed to be changed so i had to take it to pear and spend $40 on a new battery,True
ORD221331,ID0411688745,2022-10-17,Nickolson,"[('iStream', 1), ('Olivia x460', 2), ('Candle Inferno', 1)]",3030,73.314,-37.820842,144.9695038,25,Spring,True,0.25016,fun i bought it just for fun,True
ORD152403,ID0282825813,2022-04-13,Thompson,"[('Lucent 330S', 2), ('iAssist Line', 1), ('Toshika 750', 1)]",9005,66.832,-37.8021809,144.9487348,0,Autumn,False,1.17713,"restricted use outside of us buttons tough to locate; restricted functionality outside of us; can't use access point. no fm. good call clarity. a tad heavy, but not bad.",True
ORD220971,ID2977758612,2022-10-11,Bakers,"[('Lucent 330S', 1), ('Olivia x460', 2), ('Thunder line', 1), ('pearTV', 1)]",12170,84.766,-37.82462460000001,144.98885249999995,0,Spring,False,1.72233,five stars haven't had any issue(s) so far! :),True
ORD063579,ID0036825305,2022-08-12,Thompson,"[('pearTV', 1), ('iAssist Line', 2), ('Universe Note', 2)]",17660,48.314,-37.82523610000001,144.9466017,25,Winter,True,1.39907,"do not buy this phone bought this phone in april. having to buy a new phone today. from this first this phone has not worked. if you dig into the system, it says is is configured for uae not the us. seller should be not be selling on digico.",False
ORD299531,ID1982440009,2022-12-29,Bakers,"[('Toshika 750', 2), ('Universe Note', 2)]",15540,,-37.8142199,145.00616719999996,50,Summer,True,1.07046,five stars satisfied with product,True
ORD388358,ID2074055728,2022-06-09,Bakers,"[('Candle Inferno', 2), ('Olivia x460', 1), ('pearTV', 1)]",8395,62.28,-37.8247325,145.005764,25,Winter,True,1.8838,i went from the 7 inch candle to the 8 and it really made a difference. easier to read and clearer than my old one.,True
ORD001560,ID0361227502,2022-10-25,Bakers,"[('Olivia x460', 2), ('Toshika 750', 2), ('Thunder line', 2), ('pearTV', 1)]",21760,112.105,-37.8008281,144.97658710000005,0,Spring,True,1.93148,the candle inferno hd is an impressive product. it is faster than my olivia tablet. i know i will enjoy using it. i just wish that digico gold music had a downloadable app for it.,True
ORD225501,ID4716795451,2022-06-21,Thompson,"[('Olivia x460', 1), ('iAssist Line', 2)]",5675,48.963,-37.8174295,144.9526428,25,Winter,False,0.72152,good buy works fine.,True
ORD301241,ID0709963112,2022-01-13,,"[('iStream', 2), ('iAssist Line', 2), ('Candle Inferno', 1), ('Alcon 10', 1)]",14130,82.723,-37.8160747,144.9338083,0,Summer,True,,dead phone this phone worked fine for three and one half month's. and then died.,False
ORD332684,ID2810279740,2022-06-17,Bakers,"[('Candle Inferno', 2), ('Universe Note', 1), ('pearTV', 1), ('Lucent 330S', 1)]",11850,50.06,-37.8167053,144.98819550000005,25,Winter,False,0.9699,it's easy to install love it works perfect,True
ORD269376,ID0247010186,2022-01-14,Nickolson,"[('Lucent 330S', 1), ('iStream', 2), ('Toshika 750', 2), ('iAssist Line', 1)]",12395,78.484,-37.8090418,144.9686284,0,Summer,False,1.06653,excelente si es perfecto,True
ORD369698,ID0588236800,2022-10-13,,"[('Alcon 10', 2), ('Toshika 750', 2), ('Lucent 330S', 2), ('iAssist Line', 1)]",31225,38.858,-37.8112718,144.9731604,50,Spring,False,,"good deal $350 for pixel 2 in white with minor cosmetic flaws great value for a very nice phone, however mine came with several scratches. two on the back and one on the front screen.",True
ORD009359,ID0129279833,2022-03-23,Bakers,"[('Toshika 750', 2), ('pearTV', 2)]",21260,39.265,-37.8020804,144.9950531,50,Autumn,True,0.88129,five stars really easy to work all of the apps.,True
ORD044720,ID6167247289,2022-01-15,Nickolson,"[('Olivia x460', 1), ('Toshika 750', 1), ('iAssist Line', 2)]",9995,54.078,-37.81918510000001,144.9610198,25,Summer,False,0.75306,it made a perfect birthday gift. the person who received this product is happy with it. it is very different from the olivia products that seem to be very disappointing. hoping to be able to use it for a very long time.,True
ORD262250,ID0581703459,2022-07-15,Thompson,"[('Universe Note', 1), ('Toshika 750', 1), ('pearTV', 2)]",20390,,-37.8099751,144.93031169999998,50,Winter,True,1.50399,"four stars great product, great service.",True
ORD021800,ID0123355934,2022-03-04,Thompson,"[('Lucent 330S', 1), ('pearTV', 2)]",13850,54.339,-37.7974545,144.926022,25,Autumn,False,2.5093,"phone came in good condition and works well, but no sim card the phone came in good condition and works well. it did not include a sim card which i feel should have been included.",True
ORD185173,ID0588197217,2022-03-27,Nickolson,"[('pearTV', 2), ('Lucent 330S', 2), ('iAssist Line', 2)]",19530,78.307,-37.812169,144.9737831,0,Autumn,True,0.80635,great phone so far it's been a fantastic upgrade from a olivia s7. love everything about it! way to go google.,True
ORD343597,ID0122752291,2022-06-16,Thompson,"[('iAssist Line', 2), ('Universe Note', 2)]",11350,38.948,-37.8147157,144.94008390000005,50,Winter,True,0.655,simplicity at last/ a complete phone even as i lack the need for some of the features. fits nicely in my jean coin pocket so handy.,True
ORD381209,ID0128882408,2022-12-18,Bakers,"[('pearTV', 2), ('Lucent 330S', 2), ('Candle Inferno', 2), ('Olivia x460', 2)]",18390,37.902,-37.8015661,145.00202040000005,50,Summer,False,1.11223,works great for at&t works great inlouisiana,True
ORD077922,ID1713471333,2022-10-25,,"[('iAssist Line', 1), ('Olivia x460', 1), ('Candle Inferno', 2), ('iStream', 1)]",4460,50.753,-37.7985094,144.9200724,50,Spring,True,,cheap but biggest problem is i can't get it to download apps. the internet connection is very weak.,False
ORD276355,ID4162427926,2022-09-03,Nickolson,"[('iStream', 1), ('Candle Inferno', 2), ('Olivia x460', 2)]",3460,53.602,-37.8196811,144.97115060000004,25,Spring,False,0.18548,awesome phone!! awesome phone!! just buy a hybrid case and tempered glass screen protector and it'll look amazing!!,True
ORD000760,ID0282825786,2022-03-29,Thompson,"[('Lucent 330S', 2), ('Universe Note', 1), ('Alcon 10', 1)]",14860,81.112,-37.8026746,144.9505629,0,Autumn,True,1.15466,"good picture, works well, great variety of apps. keep in mind that you get apps from digico, not google play, so they aren't always the same or same price",True
ORD354379,ID0250933579,2022-11-10,Bakers,"[('Alcon 10', 2), ('Toshika 750', 2), ('Candle Inferno', 1)]",26970,55.025,-37.8225539,145.0066851,50,Spring,True,1.72293,good quality christmas gift,True
ORD200144,ID0441031803,2022-12-15,Thompson,"[('Thunder line', 2), ('iAssist Line', 1), ('iStream', 1), ('Alcon 10', 2)]",24635,69.537,-37.8133599,144.9375612,25,Summer,True,0.83962,great phone only problem is my charge port broke great phone only problem is my charge port broke :( but now i just use a charge pad so i am still happy with the phone,True
ORD338828,ID0361227896,2022-05-14,Nickolson,"[('Toshika 750', 2), ('Alcon 10', 2)]",26540,52.692,-37.80165020000001,144.974752,25,Autumn,True,1.94091,"not gsm factory unlock phone is not gsm unlock. false advertisement. am not able to use my t-mobile sim card. i don’t know if it was just me who receive a false information, but am really upset right now,",False
ORD345812,ID1449266770,2022-04-07,Bakers,"[('iAssist Line', 2), ('pearTV', 1), ('iStream', 2)]",11060,,-37.8163883,144.9838774,25,Autumn,False,1.22614,"nice phone for the money nice phone for the money. just like a olivia universe s2 (not 8mp camera, just 5mp and 4gb storage drive with firmware) but having a plus that is water and dust resistant. having in my jeans pocket all day (easy to take out of the pocket).",True
ORD212745,ID6167247178,2022-12-05,Thompson,"[('Thunder line', 1), ('Lucent 330S', 1), ('iStream', 1), ('Candle Inferno', 1)]",3990,30.153,-37.8208048,144.95512119999995,50,Summer,False,1.14925,"check your network before you buy. in the u.s., sprint, verizon and u.s. cellular use cdma. at&t and t-mobile use gsm. most of the rest of the world uses gsm. - per google research.",False
ORD378256,ID0581735363,2022-09-08,Thompson,"[('Olivia x460', 2), ('Thunder line', 2)]",6810,66.346,-37.8048531,144.9252837,25,Spring,False,2.10444,surprising me every day purchase it for my job as i had a budget of 550usd and it has all i need. i am also user of a s10plus for my own phone line. this s10e has a nice hand fit size. perfect for pockets and easy to handle.,True
ORD366965,ID6167247178,2022-08-03,Thompson,"[('iStream', 2), ('Olivia x460', 2)]",2750,67.626,-37.8208048,144.95512119999995,0,Winter,False,1.14925,"five stars loved this, very happy with the price",True
ORD241037,ID4996764092,2022-12-13,,"[('pearTV', 2), ('Universe Note', 1), ('Candle Inferno', 1), ('Alcon 10', 2)]",34400,27.187,-37.8121141,144.95102680000005,50,Summer,False,0.35359,battery heats up battery heats up fast. tried different chargers still the same. worst thing is that i bought 2 and both have the same issue.,False
ORD471822,ID0250480593,2022-09-13,Bakers,"[('iStream', 1), ('Lucent 330S', 1), ('Universe Note', 1)]",4830,30.367,-37.8117701,145.00503390000003,50,Spring,False,0.88436,had to return it was supposed to be a new phone but the data portion would not work. i worked with verizon and they said important software was missing. the phone had been modified so i could not get it to work,False
ORD088625,ID4544561902,2022-04-06,,"[('Lucent 330S', 1), ('Olivia x460', 2), ('iStream', 2)]",3980,63.893,-37.8112864,144.9730165,0,Autumn,False,0.86878,durable and cheap and good performance good product,True
ORD393341,ID5058108338,2022-02-28,Nickolson,"[('pearTV', 1), ('Universe Note', 1)]",9760,35.058,-37.8225968,144.9694677,50,Summer,False,0.44553,replaced old phone with same but updated - matched perfectly !! love it ! my old one finally died and this is a perfect match !,True
ORD049048,ID6209516580,2022-01-24,Nickolson,"[('Toshika 750', 2), ('Lucent 330S', 2)]",11100,42.209,-37.8028836,144.966495,50,Summer,False,1.76948,"she hasn't used the it yet, but my son did a quick check and it seems just fine.",True
ORD293858,ID6202471347,2022-11-04,,"[('Universe Note', 2), ('Toshika 750', 2), ('Alcon 10', 2)]",33440,88.135,-37.8224318,144.9790292,0,Spring,True,0.93651,the front screen glass is very weak glass broke after one drop,False
ORD034885,ID0554206047,2022-11-15,Thompson,"[('Lucent 330S', 2), ('Candle Inferno', 2), ('pearTV', 1), ('Olivia x460', 1)]",10855,62.543,-37.7994564,144.9350124,25,Spring,False,1.81356,great!! really happy with my purchase!!!,True
ORD110741,ID0054401918,2022-09-21,Thompson,"[('iStream', 1), ('Lucent 330S', 2), ('iAssist Line', 1)]",4835,65.48,-37.8009428,144.9527616,0,Spring,False,1.39849,i am having issues and olivia is not helpful i am having issues and olivia has not been helpful.,False
ORD321045,ID0387153052,2022-10-07,Thompson,"[('Olivia x460', 1), ('Alcon 10', 1), ('Candle Inferno', 1), ('Universe Note', 2)]",17505,107.212,-37.8004292,144.95093880000005,0,Spring,True,1.40482,perfect phone omg sesome phone,True
ORD132787,ID0847526401,2022-09-08,Nickolson,"[('Universe Note', 2), ('Candle Inferno', 2), ('Olivia x460', 2)]",10210,57.756,-37.8234639,144.9701092,25,Spring,False,0.54421,great!! product is great store is great i have no complaints,True
ORD099324,ID5959605034,2022-01-06,Bakers,"[('iStream', 2), ('pearTV', 2)]",12920,,-37.8162209,144.995909,0,Summer,False,0.69548,"i purchased two of these tablets as a gift for christmas. it has an exceptional hd screen which provides rich colors and makes it easy for those that like to read book, articles etc.",True
ORD142579,ID3112130621,2022-09-10,Nickolson,"[('Alcon 10', 2), ('Lucent 330S', 1), ('Olivia x460', 1)]",20355,66.318,-37.8246141,144.9627154,25,Spring,True,0.90012,the alcon's water resistance rating is pure garbage. i just drowned two phones in an inch ... the alcon's water resistance rating is pure garbage. i just drowned two phones in an inch of water within a few minutes. anyone know of a class-action lawsuit for this?,False
ORD335273,ID0233314890,2022-01-29,Nickolson,"[('pearTV', 2), ('Alcon 10', 2), ('Thunder line', 1), ('iAssist Line', 1)]",34925,44.036,-37.8049839,144.9762398,50,Summer,True,1.62533,i do not like it has minimal message capacity and photos i do not like it has minimal message capacity and photos. it does not use the memory card for either of them. i'm not satisfied,False
ORD115683,ID4733727855,2022-08-22,,"[('Lucent 330S', 2), ('iStream', 2)]",2760,31.041,-37.8042178,144.9488784,50,Winter,True,0.95459,freeze frequently... no way to trouble shoot or repair it...,False
ORD126546,ID0709965773,2022-07-01,Thompson,"[('Candle Inferno', 1), ('Alcon 10', 2)]",18330,76.568,-37.81397370000001,144.9356375,0,Winter,True,1.01567,"i highly recommend like a brand new alcon, i really love it",True
ORD115615,ID0589713786,2022-11-01,Nickolson,"[('Thunder line', 1), ('iAssist Line', 1), ('iStream', 1)]",4555,51.791,-37.8206673,144.956766,50,Spring,True,1.14766,really good! just like new nothing wrong with it exactly what i needed and more,True
ORD329401,ID1463547083,2022-07-01,Bakers,"[('Lucent 330S', 2), ('iAssist Line', 2)]",6910,59.37,-37.8187269,145.001466,25,Winter,True,1.11585,value for money nice phone,True
ORD209290,ID4754200375,2022-06-27,Thompson,"[('Universe Note', 2), ('Toshika 750', 2)]",15540,34.828,-37.81517520000001,144.927539,50,Winter,False,1.73992,good phone great working condition. is everything it said it would be.,True
ORD236648,ID1835199890,2022-03-08,Thompson,"[('Thunder line', 2), ('iStream', 2), ('pearTV', 1)]",10970,,-37.8101264,144.9555114,0,Autumn,False,0.79475,great phone. very good product!!,True
ORD182494,ID6197211592,2022-06-22,Thompson,"[('Toshika 750', 1), ('Olivia x460', 2)]",6770,58.389,-37.81510520000001,144.93284340000002,25,Winter,True,1.27997,great phone phone is like new works great.,True
ORD454011,ID0250933602,2022-02-08,Bakers,"[('pearTV', 2), ('iAssist Line', 1), ('Olivia x460', 2), ('iStream', 1)]",17445,38.797,-37.8216222,145.0002919,50,Summer,False,1.36854,"universe s7 edge seller sent wrong phone at first, was very easy to work with sent the right phone out very fast. great communication too .cell phone is great cosmetically, it takes great pictures, good graphics, only problem is they get a line down the screen as a defect.",True
ORD404331,ID0639368399,2022-10-10,Thompson,"[('Universe Note', 1), ('Thunder line', 2)]",7810,78.576,-37.8208657,144.95518719999995,25,Spring,True,1.15816,amazing love my new phone! i have had absolutely no issues.,True
ORD144394,ID3114181802,2022-07-17,Nickolson,"[('Lucent 330S', 2), ('iStream', 2)]",2760,,-37.8110706,144.9636135,50,Winter,False,0.98702,love the speakers and the screen.,True
ORD035081,ID0030287383,2022-10-26,Nickolson,"[('Thunder line', 2), ('Universe Note', 1), ('Olivia x460', 2)]",10260,54.077,-37.8049956,144.9676366,50,Spring,True,1.52318,"good phone, great storage for $150 this phone is a steal",True
ORD094944,ID5058108347,2022-06-06,Nickolson,"[('Alcon 10', 2), ('pearTV', 2), ('Lucent 330S', 1)]",31750,62.617,-37.8224687,144.9684216,0,Winter,False,0.4425,"great product. sometimes iassist does not understand some commands for my inferno tv. all in all, this is a fabulous speaker.",True
ORD071159,ID0060096987,2022-12-09,,"[('Thunder line', 1), ('Candle Inferno', 2), ('Toshika 750', 2)]",11680,29.142,-37.8186684,144.95308500000004,50,Summer,False,0.85163,i did not get the phone. it was an empty box!! i received an empty cellphone box.,False
ORD160567,ID6167489426,2022-12-29,Thompson,"[('Candle Inferno', 2), ('Toshika 750', 2), ('Universe Note', 1)]",12950,71.461,-37.8111977,144.9588052,25,Summer,True,1.04512,five stars excellent,True
ORD170511,ID4716795464,2022-07-06,Thompson,"[('Thunder line', 2), ('Candle Inferno', 2)]",5220,58.129,-37.81875720000001,144.9532392,25,Winter,True,0.86781,"high quality and inexpensive phone this is a brand new phone and work flawlessly, i have been using this phone for 3 months, it is still working fine and the battery is still as good as new",True
ORD103740,ID0777769006,2022-08-01,Thompson,"[('Olivia x460', 2), ('Universe Note', 1), ('iStream', 2), ('Alcon 10', 2)]",24100,25.604,-37.805919,144.95831840000002,50,Winter,False,1.24262,"is not original the phone is completely used and not original. before buying, the description didn’t said it’s used or not original. it has scratches. is not olivia also, the audio is damaged. don’t ever buy something here.",False
ORD148734,ID4283908120,2022-10-22,Nickolson,"[('Alcon 10', 1), ('Universe Note', 1), ('Thunder line', 2), ('Toshika 750', 1)]",21080,104.329,-37.8083157,144.9768343,0,Spring,True,1.31133,i bought this for a gift and my little niece got in love with it,True
ORD084738,ID0145249642,2022-04-21,Nickolson,"[('pearTV', 2), ('Olivia x460', 2), ('Toshika 750', 2)]",23710,60.037,-37.815787,144.96015269999995,25,Autumn,True,0.8836,fantastic phone. and tech wholesale has my highest endorsement! pixel phones are amazingly smart. it anticipates so many things i want it to do. tech wholesale was very helpful and responsive. i would use them again.,True
ORD445915,ID0440051906,2022-12-09,Bakers,"[('pearTV', 1), ('Candle Inferno', 1)]",6740,40.086,-37.821958,144.9938499,50,Summer,False,1.3371,what i was looking for great phone.,True
ORD325919,ID0362879936,2022-01-01,Thompson,"[('Universe Note', 2), ('Lucent 330S', 1), ('Candle Inferno', 2), ('Olivia x460', 2)]",11440,42.381,-37.7999311,144.947795,50,Summer,True,1.41985,the screen is blank the phone stop working the screen is blank,False
ORD053616,ID3555802868,2022-11-18,Thompson,"[('Toshika 750', 1), ('Thunder line', 1), ('iAssist Line', 2), ('Alcon 10', 1)]",19900,80.038,-37.8060098,144.93829019999995,0,Spring,False,1.07064,four stars everything works good phone came fast,True
ORD276832,ID5231666930,2022-06-29,Thompson,"[('Toshika 750', 1), ('Olivia x460', 1), ('Universe Note', 2), ('pearTV', 1)]",18755,39.786,-37.8253994,144.9507166,25,Winter,False,1.4525,one star it's a scam. comes locked and can't activate,False
ORD163288,ID0561538903,2022-12-27,,"[('Olivia x460', 2), ('Lucent 330S', 1)]",3680,40.087,-37.7993926,145.0053525,50,Summer,False,,great phone the set up was not like windows phones of the past. i had to select and pin each app myself. it did not automatically populate as previous phones when i entered my microsoft id. otherwise the phone is great.,True
ORD461929,ID0650267588,2022-05-31,Nickolson,"[('pearTV', 1), ('Olivia x460', 2), ('iAssist Line', 1), ('Toshika 750', 1)]",15305,39.302,-37.8153783,144.9773321,50,Autumn,True,0.77228,nil good,True
ORD319247,ID4451159327,2022-03-19,Nickolson,"[('pearTV', 2), ('Candle Inferno', 1)]",13050,38.977,-37.81482929999999,144.9656993,50,Autumn,True,0.53893,front camera error had to have my phone flushed at a local olivia store but its great!,True
ORD089935,ID0233314890,2022-04-26,Nickolson,"[('Alcon 10', 2), ('iAssist Line', 2), ('iStream', 2)]",22650,40.611,-37.8049839,144.9762398,50,Autumn,True,1.62533,works well love it,True
ORD290695,ID0247532603,2022-07-24,Thompson,"[('Lucent 330S', 2), ('Thunder line', 1)]",4640,,-37.8176749,144.95176030000005,0,Winter,True,0.69297,great,True
ORD478167,ID5967784017,2022-12-18,Nickolson,"[('Alcon 10', 1), ('Universe Note', 1), ('iStream', 2)]",12700,39.995,-37.8043302,144.96759369999995,50,Summer,False,1.59722,just ok good,True
ORD030599,ID0846591605,2022-09-06,Nickolson,"[('Thunder line', 1), ('Olivia x460', 1), ('iAssist Line', 1)]",5630,73.895,-37.8220446,144.96977009999995,25,Spring,True,0.38448,"new phone who dis? works like brand new, was expecting something wrong with the screen or battery or the phone itself being slow but it works as if i had just bought it from the pear store. amazing quality!",True
ORD128007,ID0233555341,2022-12-08,Bakers,"[('Lucent 330S', 2), ('iAssist Line', 2), ('pearTV', 2), ('Olivia x460', 2)]",21980,47.007,-37.8078065,144.9827549,50,Summer,True,1.12407,"perfect phone. amazing price amazing quality! no scratches or scuffs, perfect condition.",True
ORD202355,ID0506049281,2022-09-21,Thompson,"[('Toshika 750', 1), ('pearTV', 2), ('Universe Note', 2)]",23840,63.176,-37.8136707,144.9367091,0,Spring,False,0.9178,not happy i bought this phone for my sister and it doesnt ring!! i tried going in setting and everything,False
ORD147760,ID3146808072,2022-04-09,Bakers,"[('Universe Note', 1), ('Lucent 330S', 1), ('Candle Inferno', 2), ('Toshika 750', 2)]",14180,78.842,-37.8120724,144.9871468,0,Autumn,True,0.74767,works great even in ok network areas. long battery life and easy to use. would definitely recommend to a friend.,True
ORD465647,ID4367140159,2022-09-21,Thompson,"[('Candle Inferno', 2), ('Olivia x460', 1), ('Thunder line', 2)]",6445,86.645,-37.7993958,144.9619289,0,Spring,False,1.97297,very convenient excelent display everything was great! only problem was battery at 91percent but was expected as it is refurbish,True
ORD057611,ID5668009832,2022-10-08,Bakers,"[('Alcon 10', 1), ('Lucent 330S', 1), ('pearTV', 2)]",22800,59.605,-37.8104684,145.00919009999996,25,Spring,False,1.22868,best it's the best,True
ORD121576,ID2384091373,2022-03-06,Nickolson,"[('pearTV', 2), ('Lucent 330S', 2), ('Universe Note', 2)]",21980,33.724,-37.8071932,144.9674688,50,Autumn,False,1.28236,great phone! great phone!,True
ORD491566,ID0030287458,2022-10-15,Bakers,"[('Universe Note', 2), ('iAssist Line', 2)]",11350,111.617,-37.800182,144.9765812,0,Spring,True,1.97087,four stars well little problem with the speaker but other than that its good,True
ORD180986,ID4740822028,2022-05-14,Thompson,"[('iStream', 1), ('Lucent 330S', 1), ('pearTV', 2)]",14000,39.814,-37.8033113,144.94979130000004,25,Autumn,False,1.06929,careful product was sim locked to sprint and has a cracked screen hard to see unless right background but it is there. second phone wasn't factory unlocked was a tmobile unlocked with terrible firmware but useable once i bought a charger for it because sent the wrong one with package.,False
ORD215510,ID0582557918,2022-01-30,,"[('Universe Note', 1), ('Candle Inferno', 2), ('Lucent 330S', 2), ('iAssist Line', 2)]",11220,47.105,-37.8207881,144.979309,50,Summer,True,0.89212,"exactly as described aside from a few pieces of cosmetic damage, which was forewarned in the description, functions exactly as expected. if i need a new (new to me) in the future. i shall definitely be giving their wares a browse, aaa seller.",True
ORD394370,ID2279153650,2022-09-13,Nickolson,"[('Thunder line', 2), ('iAssist Line', 1), ('Alcon 10', 2), ('iStream', 2)]",24785,51.059,-37.8124295,144.9742773,50,Spring,True,0.80236,"great phone thin, light, big screen, and fun os. no complaints so far. works way better than the htc phone it replaced.",True
ORD032059,ID5640714713,2022-03-13,Thompson,"[('Alcon 10', 1), ('Thunder line', 1), ('Toshika 750', 2)]",19770,,-37.8001783,144.9500496,0,Autumn,True,1.41539,"cant wait to buy more mods product is awesome , everybody who has seen my phone wants one,especially when i take my battery mod off and reattach it",True
ORD074314,ID2143504471,2022-01-26,Thompson,"[('Universe Note', 2), ('Lucent 330S', 2), ('Olivia x460', 2), ('iAssist Line', 2)]",16260,55.456,-37.8152244,144.9489969,25,Summer,True,0.33076,"estafa en la compra. sorry, this video is unsupported on this browser.  compré un equipo de 6gb de memoria ram y me enviaron al igual. todo el mundo de 4gb",False
ORD302182,ID1282403407,2022-12-21,Thompson,"[('Lucent 330S', 1), ('Thunder line', 2), ('Candle Inferno', 1)]",6020,,-37.8132668,144.9586428,0,Summer,False,1.01998,five stars great phone,True
ORD065035,ID0411688796,2022-02-01,Nickolson,"[('Olivia x460', 2), ('iAssist Line', 2), ('Candle Inferno', 2)]",7760,89.188,-37.8219082,144.9712269,0,Summer,True,0.39717,five stars i'm very happy with the purchased it is very good condition,True
ORD269725,ID0307349366,2022-10-11,Thompson,"[('Lucent 330S', 2), ('Olivia x460', 2), ('Candle Inferno', 1)]",5340,35.981,-37.8135187,144.9501824,50,Spring,False,0.28953,battery last forever good phone,True
ORD361847,ID0628182650,2022-12-25,,"[('Alcon 10', 1), ('pearTV', 2)]",21570,64.727,-37.8127679,144.9485439,25,Summer,True,,"works great,looks great! arrived when promised.looked brand new. works great,although it has only been in use for 8 days so far. my daughter loves it. i was very pleased with this purchase,",True
ORD039417,ID4716795461,2022-05-29,Thompson,"[('iAssist Line', 1), ('Thunder line', 1), ('Toshika 750', 1), ('Candle Inferno', 1)]",9155,47.444,-37.81885,144.9531665,25,Autumn,True,0.87195,purchased for my kids but it was hard to navigate and ended up with purchasing an ipad,False
ORD383362,ID4260590675,2022-08-06,,"[('iAssist Line', 2), ('pearTV', 2), ('Olivia x460', 1)]",18295,34.541,-37.7988989,144.95434640000005,50,Winter,False,1.66155,worked good kid phone,True
ORD406755,ID1492169314,2022-12-09,Thompson,"[('Thunder line', 2), ('Toshika 750', 1), ('Universe Note', 1)]",12130,51.876,-37.8010594,144.9637848,50,Summer,True,1.95774,ok lucent good phone but there are wifi and bluetooth issues and their connectivity. i bought an open box for $350 so with those issues every now and then it's a good phone at that price. but i wouldn't pay full msrp especially with better alternatives from toshika.,True
ORD273198,ID1877472366,2022-08-29,Thompson,"[('Lucent 330S', 1), ('Olivia x460', 2)]",3680,35.049,-37.8020368,144.9605388,50,Winter,False,1.67491,"nice phone the volume isn't high nor is the speaker phone, but the phone is great and the storage capacity is awesome.",True
ORD317545,ID2975244178,2022-02-10,Thompson,"[('Alcon 10', 1), ('pearTV', 1)]",15260,82.634,-37.7994496,144.95963830000005,0,Summer,False,1.8409,good works good,True
ORD140070,ID0575560985,2022-04-23,Nickolson,"[('Toshika 750', 2), ('Olivia x460', 1), ('iAssist Line', 2)]",14315,,-37.82516029999999,144.98537919999995,0,Autumn,True,1.57201,useless not compatible with verizon even though they clearly state that phone can be used with verizon.,False
ORD277016,ID0301545280,2022-04-08,Thompson,"[('Alcon 10', 1), ('Lucent 330S', 1), ('iStream', 1)]",10330,78.194,-37.8125275,144.93620890000003,0,Autumn,True,0.9552,work great good price good battery android one rocks,True
ORD142961,ID0616938663,2022-06-05,,"[('Thunder line', 2), ('Toshika 750', 1)]",8680,32.161,-37.8186716,144.96128169999997,50,Winter,False,,we regret waiting so long to purchase this item. we are both surprised and pleased with the sound quality.,True
ORD440776,ID4793613107,2022-03-24,Thompson,"[('Universe Note', 2), ('Alcon 10', 1), ('pearTV', 2)]",28470,41.45,-37.8081448,144.9289924,50,Autumn,True,1.66775,what i thing because the person's and other like it and it working best but i find it is not the best price could of be cheaper that it is become is not the best best it just good,True
ORD249184,ID2180785588,2022-12-16,Thompson,"[('Alcon 10', 1), ('pearTV', 2), ('Universe Note', 1), ('iAssist Line', 2)]",29470,71.254,-37.81836920000001,144.9567127,25,Summer,True,1.05889,five stars nice,True
ORD402731,ID0781107759,2022-01-13,Bakers,"[('pearTV', 2), ('Toshika 750', 1), ('Lucent 330S', 2)]",19400,65.382,-37.81728250000001,145.0156383,25,Summer,False,1.96935,five stars wowwww very beautiful excellent!! thank you to this seller !!!,True
ORD370057,ID0591294813,2022-02-18,Nickolson,"[('pearTV', 2), ('Candle Inferno', 1), ('Alcon 10', 2), ('Olivia x460', 2)]",33400,88.116,-37.81659310000001,144.9666737,0,Summer,True,0.33716,nice great,True
